unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,intersection_street_1,intersection_street_2
49560716,2021-01-18T08:46:00.000,2021-01-18T08:46:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11436,114-36 141 STREET,141 STREET,LINDEN BLVD,115 AVE,ADDRESS,Jamaica,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-01-18T08:46:00.000,12 QUEENS,4119700023,QUEENS,1039103,188220,PHONE,Unspecified,QUEENS,40.683127224218275,-73.802225174057,"{'latitude': '40.683127224218275', 'longitude': '-73.802225174057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49558159,2021-01-17T19:16:00.000,2021-01-18T08:05:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10305,52 DOTY AVENUE,DOTY AVENUE,ALEX CIR,FR CAPODANNO BLVD,ADDRESS,STATEN ISLAND,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2021-01-18T08:05:00.000,02 STATEN ISLAND,5031220114,STATEN ISLAND,966294,155300,ONLINE,Unspecified,STATEN ISLAND,40.592920637086415,-74.06465361447098,"{'latitude': '40.592920637086415', 'longitude': '-74.06465361447098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49556732,2021-01-17T13:39:00.000,2021-01-17T14:25:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10456,781 TINTON AVENUE,TINTON AVENUE,NYCTA SUBWAY,E 158 ST,ADDRESS,BRONX,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2021-01-17T14:25:00.000,01 BRONX,2026550030,BRONX,1010619,237599,ONLINE,Unspecified,BRONX,40.81879067509979,-73.90473169463199,"{'latitude': '40.81879067509979', 'longitude': '-73.90473169463199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49556721,2021-01-17T10:12:00.000,2021-01-18T08:25:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10305,,,,,INTERSECTION,STATEN ISLAND,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021-01-18T08:25:00.000,02 STATEN ISLAND,,STATEN ISLAND,960816,149284,PHONE,Unspecified,STATEN ISLAND,40.576395128957934,-74.08435720865776,"{'latitude': '40.576395128957934', 'longitude': '-74.08435720865776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUINCY AVENUE,IONA STREET
49555243,2021-01-17T07:46:00.000,2021-01-17T17:35:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11208,,,,,INTERSECTION,QUEENS,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2021-01-17T17:35:00.000,0 Unspecified,,Unspecified,1023962,182899,PHONE,Unspecified,Unspecified,40.66860317832641,-73.85684793057735,"{'latitude': '40.66860317832641', 'longitude': '-73.85684793057735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",149 AVENUE,78 STREET
49551850,2021-01-16T17:56:00.000,2021-01-18T13:40:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11422,233 STREET,233 STREET,128 ROAD,128 DRIVE,BLOCKFACE,Rosedale,Closed,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-01-18T13:40:00.000,13 QUEENS,,QUEENS,1058182,187832,PHONE,Unspecified,QUEENS,40.68192346156942,-73.73343965448937,"{'latitude': '40.68192346156942', 'longitude': '-73.73343965448937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49550973,2021-01-16T16:01:00.000,2021-01-17T10:05:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10309,2600 VETERANS ROAD WEST,VETERANS ROAD WEST,VETERANS ROAD GREENWAY,ALLENTOWN LN,ADDRESS,STATEN ISLAND,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021-01-17T10:05:00.000,03 STATEN ISLAND,5073650001,STATEN ISLAND,921774,133718,PHONE,Unspecified,STATEN ISLAND,40.53348041352887,-74.22475556409998,"{'latitude': '40.53348041352887', 'longitude': '-74.22475556409998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49553840,2021-01-16T14:44:00.000,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10306,138 GRIMSBY STREET,GRIMSBY STREET,MAPLETON AVE,BEDFORD AVE,ADDRESS,STATEN ISLAND,Open,,,02 STATEN ISLAND,5037990039,STATEN ISLAND,958279,148664,ONLINE,Unspecified,STATEN ISLAND,40.57468628263167,-74.09348745810202,"{'latitude': '40.57468628263167', 'longitude': '-74.09348745810202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49550972,2021-01-16T14:31:00.000,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11419,127-01 103 AVENUE,103 AVENUE,127 ST,129 ST,ADDRESS,South Richmond Hill,Open,,,09 QUEENS,4094960087,QUEENS,1034722,190697,ONLINE,Unspecified,QUEENS,40.689952072475535,-73.81800245314292,"{'latitude': '40.689952072475535', 'longitude': '-73.81800245314292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49550962,2021-01-16T13:18:00.000,2021-01-18T09:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11414,137-25 78 STREET,78 STREET,LINDEN BLVD,LORING AVE,ADDRESS,Howard Beach,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021-01-18T09:15:00.000,10 QUEENS,4113840045,QUEENS,1023893,183269,PHONE,Unspecified,QUEENS,40.669619053626775,-73.85709448241371,"{'latitude': '40.669619053626775', 'longitude': '-73.85709448241371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49552203,2021-01-16T12:11:00.000,2021-01-16T12:30:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11226,2172 CLARENDON ROAD,CLARENDON ROAD,FLATBUSH AVE,E 22 ST,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-01-16T12:30:00.000,14 BROOKLYN,3051870011,BROOKLYN,996102,173433,PHONE,Unspecified,BROOKLYN,40.64270221528479,-73.95729303357757,"{'latitude': '40.64270221528479', 'longitude': '-73.95729303357757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49549315,2021-01-16T11:13:00.000,2021-01-16T14:20:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11216,700 LAFAYETTE AVENUE,LAFAYETTE AVENUE,TOMPKINS AVE,THROOP AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2021-01-16T14:20:00.000,03 BROOKLYN,3017910010,BROOKLYN,999452,190830,ONLINE,Unspecified,BROOKLYN,40.69044798457774,-73.94518256706938,"{'latitude': '40.69044798457774', 'longitude': '-73.94518256706938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49553228,2021-01-16T11:04:00.000,2021-01-16T12:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11357,17-46 CLINTONVILLE STREET,CLINTONVILLE STREET,17 RD,18 AVE,ADDRESS,Whitestone,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021-01-16T12:00:00.000,07 QUEENS,4047300004,QUEENS,1037374,224547,PHONE,Unspecified,QUEENS,40.78284620672066,-73.8081723096779,"{'latitude': '40.78284620672066', 'longitude': '-73.8081723096779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49551229,2021-01-16T11:00:00.000,2021-01-17T13:45:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11226,,,,,INTERSECTION,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2021-01-17T13:45:00.000,17 BROOKLYN,,BROOKLYN,997385,176999,PHONE,Unspecified,BROOKLYN,40.65248830247476,-73.95266298582128,"{'latitude': '40.65248830247476', 'longitude': '-73.95266298582128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROGERS AVENUE,LINDEN BOULEVARD
49549311,2021-01-16T10:51:00.000,2021-01-16T11:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11226,1133 FLATBUSH AVENUE,FLATBUSH AVENUE,CORTELYOU RD,CLARENDON RD,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-01-16T11:00:00.000,14 BROOKLYN,3051650057,BROOKLYN,995999,173501,ONLINE,Unspecified,BROOKLYN,40.642888997884675,-73.9576640606876,"{'latitude': '40.642888997884675', 'longitude': '-73.9576640606876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49549310,2021-01-16T10:45:00.000,2021-01-19T10:05:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11226,1133 FLATBUSH AVENUE,FLATBUSH AVENUE,CORTELYOU RD,CLARENDON RD,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-01-19T10:05:00.000,14 BROOKLYN,3051650057,BROOKLYN,995999,173501,PHONE,Unspecified,BROOKLYN,40.642888997884675,-73.9576640606876,"{'latitude': '40.642888997884675', 'longitude': '-73.9576640606876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49548868,2021-01-16T10:23:00.000,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10306,15 MAPLETON AVENUE,MAPLETON AVENUE,GRIMSBY ST,FREEBORN ST,ADDRESS,STATEN ISLAND,Open,,,02 STATEN ISLAND,5037960003,STATEN ISLAND,958451,148635,ONLINE,Unspecified,STATEN ISLAND,40.57460718554578,-74.09286820181705,"{'latitude': '40.57460718554578', 'longitude': '-74.09286820181705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49549671,2021-01-16T10:13:00.000,2021-01-16T15:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11238,619 PARK PLACE,PARK PLACE,FRANKLIN AVENUE SHUTTLE LINE,FRANKLIN AVE,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-01-16T15:00:00.000,08 BROOKLYN,3011630066,BROOKLYN,996085,184948,ONLINE,Unspecified,BROOKLYN,40.67430837813445,-73.95733408082083,"{'latitude': '40.67430837813445', 'longitude': '-73.95733408082083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49551626,2021-01-16T10:01:00.000,2021-01-16T12:18:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11423,100-33 202 STREET,202 STREET,100 AVE,104 AVE,ADDRESS,Hollis,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021-01-16T12:18:00.000,12 QUEENS,4108690052,QUEENS,1051471,198300,PHONE,Unspecified,QUEENS,40.71070908748407,-73.75753143109544,"{'latitude': '40.71070908748407', 'longitude': '-73.75753143109544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49551225,2021-01-16T09:55:00.000,2021-01-16T11:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10310,110 SNUG HARBOR ROAD,SNUG HARBOR ROAD,DELAFIELD PL,RICHMOND TER,ADDRESS,STATEN ISLAND,Closed,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-01-16T11:10:00.000,01 STATEN ISLAND,5000770021,STATEN ISLAND,954434,174187,PHONE,Unspecified,STATEN ISLAND,40.64472952430335,-74.1074409271746,"{'latitude': '40.64472952430335', 'longitude': '-74.1074409271746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49548867,2021-01-16T09:31:00.000,2021-01-16T13:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11357,15-04 149 STREET,149 STREET,CROSS ISLAND PKWY SR S,15 RD,ADDRESS,Whitestone,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-01-16T13:15:00.000,07 QUEENS,4046460014,QUEENS,1035144,226045,PHONE,Unspecified,QUEENS,40.78697093074307,-73.81621333756556,"{'latitude': '40.78697093074307', 'longitude': '-73.81621333756556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49552899,2021-01-16T09:10:00.000,2021-01-20T09:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10305,154 BEVERLY ROAD,BEVERLY ROAD,STEUBEN ST,ALLENDALE RD,ADDRESS,STATEN ISLAND,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-01-20T09:10:00.000,02 STATEN ISLAND,5032280092,STATEN ISLAND,962542,158097,PHONE,Unspecified,STATEN ISLAND,40.60058943948339,-74.07817230588905,"{'latitude': '40.60058943948339', 'longitude': '-74.07817230588905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49552896,2021-01-16T09:10:00.000,2021-01-16T18:04:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11414,78-02 149 AVENUE,149 AVENUE,LORING AVE,79 ST,ADDRESS,Howard Beach,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-01-16T18:04:00.000,10 QUEENS,4114100072,QUEENS,1023991,182901,ONLINE,Unspecified,QUEENS,40.66860853774504,-73.85674338104985,"{'latitude': '40.66860853774504', 'longitude': '-73.85674338104985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49552543,2021-01-16T09:04:00.000,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11238,,,,,INTERSECTION,BROOKLYN,Started,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,2021-01-16T12:05:00.000,08 BROOKLYN,,BROOKLYN,995325,185150,PHONE,Unspecified,BROOKLYN,40.67486380604594,-73.96007359629635,"{'latitude': '40.67486380604594', 'longitude': '-73.96007359629635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK PLACE,CLASSON AVENUE
49551625,2021-01-16T08:09:00.000,2021-01-17T00:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11367,,,,,INTERSECTION,Flushing,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-01-17T00:00:00.000,08 QUEENS,,QUEENS,1032680,207145,PHONE,Unspecified,QUEENS,40.7351092337755,-73.82524738301379,"{'latitude': '40.7351092337755', 'longitude': '-73.82524738301379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MAIN STREET,GRAVETT ROAD
49549356,2021-01-16T07:32:00.000,2021-01-17T18:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11434,140-64 160 STREET,160 STREET,140 AVE,BELT PARKWAY EXIT 21 A  WB,ADDRESS,Jamaica,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021-01-17T18:15:00.000,12 QUEENS,4123150001,QUEENS,1046549,183300,PHONE,Unspecified,QUEENS,40.66957370319424,-73.77542389348991,"{'latitude': '40.66957370319424', 'longitude': '-73.77542389348991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
49541692,2021-01-15T16:21:00.000,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11415,,,,,INTERSECTION,Kew Gardens,Open,,,09 QUEENS,,QUEENS,1031000,198398,PHONE,Unspecified,QUEENS,40.71110992007056,-73.8313701627924,"{'latitude': '40.71110992007056', 'longitude': '-73.8313701627924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",82 AVENUE,AUSTIN STREET
49540702,2021-01-15T10:08:00.000,2021-01-18T12:20:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11412,116-34 197 STREET,197 STREET,116 AVE,LINDEN BLVD,ADDRESS,Saint Albans,Closed,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-01-18T12:20:00.000,12 QUEENS,4110680110,QUEENS,1052114,192452,PHONE,Unspecified,QUEENS,40.694652853697825,-73.7552710510117,"{'latitude': '40.694652853697825', 'longitude': '-73.7552710510117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
