day,count,day_fmt
2011-07-12T00:00:00.000,6833,2011-07-12
2019-09-01T00:00:00.000,6832,2019-09-01
2017-03-29T00:00:00.000,6830,2017-03-29
2016-03-31T00:00:00.000,6829,2016-03-31
2022-10-23T00:00:00.000,6828,2022-10-23
2011-01-05T00:00:00.000,6828,2011-01-05
2014-10-30T00:00:00.000,6827,2014-10-30
2011-07-05T00:00:00.000,6826,2011-07-05
2015-09-17T00:00:00.000,6826,2015-09-17
2011-06-08T00:00:00.000,6824,2011-06-08
2019-08-22T00:00:00.000,6823,2019-08-22
2022-11-11T00:00:00.000,6821,2022-11-11
2011-02-04T00:00:00.000,6820,2011-02-04
2017-04-25T00:00:00.000,6818,2017-04-25
2016-04-11T00:00:00.000,6818,2016-04-11
2023-03-05T00:00:00.000,6818,2023-03-05
2017-02-14T00:00:00.000,6818,2017-02-14
2014-07-14T00:00:00.000,6818,2014-07-14
2017-01-13T00:00:00.000,6816,2017-01-13
2013-10-25T00:00:00.000,6816,2013-10-25
2017-02-23T00:00:00.000,6815,2017-02-23
2017-08-24T00:00:00.000,6814,2017-08-24
2015-04-06T00:00:00.000,6814,2015-04-06
2015-08-25T00:00:00.000,6814,2015-08-25
2017-01-11T00:00:00.000,6813,2017-01-11
2016-05-19T00:00:00.000,6812,2016-05-19
2015-02-27T00:00:00.000,6811,2015-02-27
2011-06-28T00:00:00.000,6810,2011-06-28
2016-11-17T00:00:00.000,6810,2016-11-17
2019-08-14T00:00:00.000,6810,2019-08-14
2018-11-06T00:00:00.000,6809,2018-11-06
2019-08-30T00:00:00.000,6809,2019-08-30
2017-04-21T00:00:00.000,6808,2017-04-21
2019-09-18T00:00:00.000,6808,2019-09-18
2011-01-14T00:00:00.000,6806,2011-01-14
2015-06-19T00:00:00.000,6804,2015-06-19
2015-01-12T00:00:00.000,6803,2015-01-12
2011-11-17T00:00:00.000,6802,2011-11-17
2019-10-30T00:00:00.000,6802,2019-10-30
2017-10-05T00:00:00.000,6802,2017-10-05
2010-07-20T00:00:00.000,6801,2010-07-20
2015-04-15T00:00:00.000,6800,2015-04-15
2017-02-22T00:00:00.000,6800,2017-02-22
2015-10-28T00:00:00.000,6799,2015-10-28
2021-01-09T00:00:00.000,6798,2021-01-09
2019-12-05T00:00:00.000,6797,2019-12-05
2020-11-25T00:00:00.000,6796,2020-11-25
2015-10-16T00:00:00.000,6794,2015-10-16
2019-10-31T00:00:00.000,6793,2019-10-31
2014-06-23T00:00:00.000,6792,2014-06-23
2023-03-12T00:00:00.000,6791,2023-03-12
2016-05-18T00:00:00.000,6791,2016-05-18
2019-07-21T00:00:00.000,6790,2019-07-21
2016-05-06T00:00:00.000,6790,2016-05-06
2015-06-18T00:00:00.000,6789,2015-06-18
2021-12-18T00:00:00.000,6787,2021-12-18
2017-02-17T00:00:00.000,6785,2017-02-17
2023-02-26T00:00:00.000,6785,2023-02-26
2013-11-19T00:00:00.000,6785,2013-11-19
2011-01-28T00:00:00.000,6784,2011-01-28
2018-06-23T00:00:00.000,6784,2018-06-23
2021-02-28T00:00:00.000,6784,2021-02-28
2020-01-07T00:00:00.000,6781,2020-01-07
2010-03-26T00:00:00.000,6779,2010-03-26
2020-05-13T00:00:00.000,6779,2020-05-13
2014-06-26T00:00:00.000,6777,2014-06-26
2012-01-17T00:00:00.000,6776,2012-01-17
2011-02-17T00:00:00.000,6775,2011-02-17
2016-05-17T00:00:00.000,6775,2016-05-17
2019-09-06T00:00:00.000,6774,2019-09-06
2015-06-26T00:00:00.000,6771,2015-06-26
2017-03-31T00:00:00.000,6771,2017-03-31
2014-01-10T00:00:00.000,6769,2014-01-10
2017-08-11T00:00:00.000,6768,2017-08-11
2021-04-02T00:00:00.000,6768,2021-04-02
2019-10-23T00:00:00.000,6768,2019-10-23
2015-03-26T00:00:00.000,6767,2015-03-26
2014-07-28T00:00:00.000,6767,2014-07-28
2014-03-03T00:00:00.000,6767,2014-03-03
2022-03-27T00:00:00.000,6766,2022-03-27
2018-07-29T00:00:00.000,6765,2018-07-29
2010-09-30T00:00:00.000,6765,2010-09-30
2016-02-04T00:00:00.000,6764,2016-02-04
2016-11-03T00:00:00.000,6763,2016-11-03
2019-10-02T00:00:00.000,6763,2019-10-02
2014-05-05T00:00:00.000,6763,2014-05-05
2015-07-28T00:00:00.000,6762,2015-07-28
2023-03-25T00:00:00.000,6762,2023-03-25
2019-08-15T00:00:00.000,6762,2019-08-15
2021-01-27T00:00:00.000,6760,2021-01-27
2014-06-30T00:00:00.000,6760,2014-06-30
2017-02-03T00:00:00.000,6760,2017-02-03
2023-01-08T00:00:00.000,6759,2023-01-08
2013-10-23T00:00:00.000,6758,2013-10-23
2015-08-06T00:00:00.000,6755,2015-08-06
2014-02-14T00:00:00.000,6755,2014-02-14
2010-01-21T00:00:00.000,6753,2010-01-21
2017-03-08T00:00:00.000,6752,2017-03-08
2017-04-18T00:00:00.000,6751,2017-04-18
2014-02-20T00:00:00.000,6751,2014-02-20
2015-02-09T00:00:00.000,6750,2015-02-09
2010-06-29T00:00:00.000,6749,2010-06-29
2015-05-14T00:00:00.000,6748,2015-05-14
2011-04-07T00:00:00.000,6747,2011-04-07
2011-02-28T00:00:00.000,6746,2011-02-28
2022-02-19T00:00:00.000,6746,2022-02-19
2018-06-24T00:00:00.000,6745,2018-06-24
2010-07-21T00:00:00.000,6744,2010-07-21
2011-09-12T00:00:00.000,6743,2011-09-12
2015-12-29T00:00:00.000,6743,2015-12-29
2020-11-28T00:00:00.000,6743,2020-11-28
2014-09-02T00:00:00.000,6742,2014-09-02
2017-08-04T00:00:00.000,6742,2017-08-04
2010-06-22T00:00:00.000,6741,2010-06-22
2014-05-21T00:00:00.000,6740,2014-05-21
2015-12-28T00:00:00.000,6740,2015-12-28
2010-03-11T00:00:00.000,6740,2010-03-11
2019-11-26T00:00:00.000,6739,2019-11-26
2019-09-15T00:00:00.000,6738,2019-09-15
2015-03-25T00:00:00.000,6738,2015-03-25
2017-06-18T00:00:00.000,6736,2017-06-18
2011-07-19T00:00:00.000,6735,2011-07-19
2020-03-12T00:00:00.000,6735,2020-03-12
2010-01-19T00:00:00.000,6734,2010-01-19
2011-10-29T00:00:00.000,6733,2011-10-29
2019-01-18T00:00:00.000,6732,2019-01-18
2015-09-14T00:00:00.000,6730,2015-09-14
2017-08-15T00:00:00.000,6730,2017-08-15
2015-09-10T00:00:00.000,6730,2015-09-10
2015-04-14T00:00:00.000,6729,2015-04-14
2015-05-29T00:00:00.000,6729,2015-05-29
2016-04-25T00:00:00.000,6728,2016-04-25
2010-11-15T00:00:00.000,6728,2010-11-15
2016-09-27T00:00:00.000,6727,2016-09-27
2011-03-21T00:00:00.000,6726,2011-03-21
2016-05-27T00:00:00.000,6726,2016-05-27
2010-11-18T00:00:00.000,6725,2010-11-18
2020-12-22T00:00:00.000,6724,2020-12-22
2011-06-02T00:00:00.000,6723,2011-06-02
2017-02-28T00:00:00.000,6723,2017-02-28
2013-02-27T00:00:00.000,6723,2013-02-27
2015-04-09T00:00:00.000,6723,2015-04-09
2017-07-03T00:00:00.000,6723,2017-07-03
2015-09-11T00:00:00.000,6722,2015-09-11
2017-02-07T00:00:00.000,6721,2017-02-07
2019-08-07T00:00:00.000,6721,2019-08-07
2015-12-08T00:00:00.000,6719,2015-12-08
2014-01-13T00:00:00.000,6718,2014-01-13
2019-10-19T00:00:00.000,6718,2019-10-19
2019-07-03T00:00:00.000,6716,2019-07-03
2017-06-06T00:00:00.000,6711,2017-06-06
2016-04-08T00:00:00.000,6711,2016-04-08
2010-04-08T00:00:00.000,6710,2010-04-08
2022-01-02T00:00:00.000,6710,2022-01-02
2016-10-13T00:00:00.000,6708,2016-10-13
2016-06-03T00:00:00.000,6708,2016-06-03
2011-08-31T00:00:00.000,6707,2011-08-31
2011-07-21T00:00:00.000,6707,2011-07-21
2015-04-13T00:00:00.000,6706,2015-04-13
2010-08-30T00:00:00.000,6705,2010-08-30
2024-01-07T00:00:00.000,6705,2024-01-07
2014-07-01T00:00:00.000,6705,2014-07-01
2018-09-16T00:00:00.000,6704,2018-09-16
2014-07-21T00:00:00.000,6703,2014-07-21
2014-12-12T00:00:00.000,6702,2014-12-12
2015-09-02T00:00:00.000,6701,2015-09-02
2020-01-14T00:00:00.000,6701,2020-01-14
2016-08-05T00:00:00.000,6700,2016-08-05
2011-12-13T00:00:00.000,6699,2011-12-13
2019-04-19T00:00:00.000,6699,2019-04-19
2015-07-31T00:00:00.000,6699,2015-07-31
2023-01-21T00:00:00.000,6699,2023-01-21
2019-08-13T00:00:00.000,6698,2019-08-13
2017-06-04T00:00:00.000,6698,2017-06-04
2021-02-11T00:00:00.000,6698,2021-02-11
2018-02-16T00:00:00.000,6698,2018-02-16
2010-04-07T00:00:00.000,6698,2010-04-07
2013-07-09T00:00:00.000,6697,2013-07-09
2018-09-22T00:00:00.000,6694,2018-09-22
2024-04-13T00:00:00.000,6694,2024-04-13
2020-03-17T00:00:00.000,6694,2020-03-17
2020-02-24T00:00:00.000,6693,2020-02-24
2010-09-28T00:00:00.000,6692,2010-09-28
2014-06-19T00:00:00.000,6692,2014-06-19
2010-07-28T00:00:00.000,6692,2010-07-28
2017-05-27T00:00:00.000,6691,2017-05-27
2020-05-11T00:00:00.000,6690,2020-05-11
2023-12-31T00:00:00.000,6689,2023-12-31
2014-01-15T00:00:00.000,6688,2014-01-15
2019-05-26T00:00:00.000,6688,2019-05-26
2023-09-24T00:00:00.000,6688,2023-09-24
2014-12-11T00:00:00.000,6687,2014-12-11
2016-11-18T00:00:00.000,6686,2016-11-18
2012-11-28T00:00:00.000,6685,2012-11-28
2015-03-20T00:00:00.000,6684,2015-03-20
2018-10-14T00:00:00.000,6683,2018-10-14
2016-08-10T00:00:00.000,6683,2016-08-10
2010-04-09T00:00:00.000,6682,2010-04-09
2013-07-17T00:00:00.000,6677,2013-07-17
2023-01-02T00:00:00.000,6677,2023-01-02
2017-02-24T00:00:00.000,6676,2017-02-24
2020-01-30T00:00:00.000,6675,2020-01-30
2013-02-04T00:00:00.000,6675,2013-02-04
2010-08-23T00:00:00.000,6673,2010-08-23
2018-07-07T00:00:00.000,6672,2018-07-07
2016-04-14T00:00:00.000,6671,2016-04-14
2015-09-28T00:00:00.000,6671,2015-09-28
2017-02-08T00:00:00.000,6670,2017-02-08
2012-05-29T00:00:00.000,6670,2012-05-29
2013-03-06T00:00:00.000,6669,2013-03-06
2019-01-12T00:00:00.000,6669,2019-01-12
2011-11-03T00:00:00.000,6668,2011-11-03
2020-11-29T00:00:00.000,6668,2020-11-29
2021-01-23T00:00:00.000,6667,2021-01-23
2018-08-25T00:00:00.000,6667,2018-08-25
2012-01-18T00:00:00.000,6666,2012-01-18
2014-03-18T00:00:00.000,6666,2014-03-18
2015-01-22T00:00:00.000,6666,2015-01-22
2011-10-21T00:00:00.000,6666,2011-10-21
2016-03-18T00:00:00.000,6665,2016-03-18
2015-11-02T00:00:00.000,6664,2015-11-02
2010-09-21T00:00:00.000,6663,2010-09-21
2019-04-14T00:00:00.000,6663,2019-04-14
2016-09-16T00:00:00.000,6663,2016-09-16
2014-03-19T00:00:00.000,6663,2014-03-19
2014-01-16T00:00:00.000,6663,2014-01-16
2015-09-23T00:00:00.000,6661,2015-09-23
2012-01-09T00:00:00.000,6661,2012-01-09
2010-06-15T00:00:00.000,6660,2010-06-15
2019-09-14T00:00:00.000,6660,2019-09-14
2018-04-06T00:00:00.000,6660,2018-04-06
2013-02-01T00:00:00.000,6656,2013-02-01
2019-10-10T00:00:00.000,6656,2019-10-10
2010-11-19T00:00:00.000,6654,2010-11-19
2017-10-28T00:00:00.000,6654,2017-10-28
2011-09-14T00:00:00.000,6654,2011-09-14
2020-01-10T00:00:00.000,6650,2020-01-10
2015-08-17T00:00:00.000,6650,2015-08-17
2013-06-24T00:00:00.000,6650,2013-06-24
2020-02-27T00:00:00.000,6649,2020-02-27
2013-02-05T00:00:00.000,6649,2013-02-05
2022-05-08T00:00:00.000,6648,2022-05-08
2016-04-12T00:00:00.000,6647,2016-04-12
2017-08-08T00:00:00.000,6645,2017-08-08
2016-01-28T00:00:00.000,6645,2016-01-28
2017-04-27T00:00:00.000,6644,2017-04-27
2020-01-23T00:00:00.000,6642,2020-01-23
2015-12-02T00:00:00.000,6640,2015-12-02
2021-02-06T00:00:00.000,6640,2021-02-06
2010-02-25T00:00:00.000,6637,2010-02-25
2010-09-27T00:00:00.000,6637,2010-09-27
2021-01-18T00:00:00.000,6635,2021-01-18
2018-10-13T00:00:00.000,6634,2018-10-13
2016-04-15T00:00:00.000,6633,2016-04-15
2010-04-15T00:00:00.000,6632,2010-04-15
2018-10-08T00:00:00.000,6632,2018-10-08
2015-09-22T00:00:00.000,6632,2015-09-22
2013-03-18T00:00:00.000,6631,2013-03-18
2017-01-08T00:00:00.000,6630,2017-01-08
2023-02-19T00:00:00.000,6630,2023-02-19
2010-02-19T00:00:00.000,6629,2010-02-19
2010-03-25T00:00:00.000,6629,2010-03-25
2011-07-06T00:00:00.000,6628,2011-07-06
2018-06-30T00:00:00.000,6627,2018-06-30
2016-08-25T00:00:00.000,6627,2016-08-25
2010-10-15T00:00:00.000,6627,2010-10-15
2012-07-02T00:00:00.000,6626,2012-07-02
2011-01-11T00:00:00.000,6626,2011-01-11
2021-03-28T00:00:00.000,6625,2021-03-28
2010-02-09T00:00:00.000,6625,2010-02-09
2014-10-31T00:00:00.000,6624,2014-10-31
2017-08-18T00:00:00.000,6624,2017-08-18
2016-11-04T00:00:00.000,6623,2016-11-04
2021-04-01T00:00:00.000,6623,2021-04-01
2016-04-13T00:00:00.000,6621,2016-04-13
2015-10-08T00:00:00.000,6620,2015-10-08
2019-09-28T00:00:00.000,6620,2019-09-28
2015-10-15T00:00:00.000,6620,2015-10-15
2019-10-08T00:00:00.000,6620,2019-10-08
2014-09-29T00:00:00.000,6617,2014-09-29
2015-08-24T00:00:00.000,6615,2015-08-24
2020-02-03T00:00:00.000,6615,2020-02-03
2018-10-27T00:00:00.000,6614,2018-10-27
2015-10-29T00:00:00.000,6614,2015-10-29
2017-11-04T00:00:00.000,6614,2017-11-04
2019-10-22T00:00:00.000,6613,2019-10-22
2015-12-21T00:00:00.000,6613,2015-12-21
2013-12-13T00:00:00.000,6613,2013-12-13
2011-11-22T00:00:00.000,6612,2011-11-22
2013-12-11T00:00:00.000,6612,2013-12-11
2014-06-02T00:00:00.000,6612,2014-06-02
2016-03-24T00:00:00.000,6610,2016-03-24
2015-08-12T00:00:00.000,6610,2015-08-12
2017-09-01T00:00:00.000,6609,2017-09-01
2016-08-24T00:00:00.000,6608,2016-08-24
2014-05-20T00:00:00.000,6608,2014-05-20
2011-11-14T00:00:00.000,6608,2011-11-14
2014-05-06T00:00:00.000,6607,2014-05-06
2015-04-02T00:00:00.000,6607,2015-04-02
2016-02-02T00:00:00.000,6607,2016-02-02
2015-06-04T00:00:00.000,6607,2015-06-04
2010-01-30T00:00:00.000,6606,2010-01-30
2010-02-16T00:00:00.000,6606,2010-02-16
2010-11-16T00:00:00.000,6604,2010-11-16
2014-12-15T00:00:00.000,6604,2014-12-15
2011-09-09T00:00:00.000,6603,2011-09-09
2020-02-28T00:00:00.000,6601,2020-02-28
2019-11-21T00:00:00.000,6601,2019-11-21
2020-01-08T00:00:00.000,6600,2020-01-08
2021-04-03T00:00:00.000,6599,2021-04-03
2019-09-30T00:00:00.000,6598,2019-09-30
2016-04-20T00:00:00.000,6598,2016-04-20
2018-11-10T00:00:00.000,6598,2018-11-10
2011-06-21T00:00:00.000,6597,2011-06-21
2011-06-07T00:00:00.000,6596,2011-06-07
2014-06-25T00:00:00.000,6596,2014-06-25
2015-07-09T00:00:00.000,6595,2015-07-09
2010-02-03T00:00:00.000,6594,2010-02-03
2010-10-13T00:00:00.000,6592,2010-10-13
2021-01-10T00:00:00.000,6591,2021-01-10
2011-09-15T00:00:00.000,6591,2011-09-15
2024-04-11T00:00:00.000,6590,2024-04-11
2011-10-18T00:00:00.000,6589,2011-10-18
2016-08-19T00:00:00.000,6589,2016-08-19
2023-02-20T00:00:00.000,6588,2023-02-20
2011-01-20T00:00:00.000,6588,2011-01-20
2022-03-12T00:00:00.000,6588,2022-03-12
2010-05-27T00:00:00.000,6587,2010-05-27
2016-10-05T00:00:00.000,6587,2016-10-05
2013-07-08T00:00:00.000,6586,2013-07-08
2016-01-08T00:00:00.000,6583,2016-01-08
2011-07-20T00:00:00.000,6583,2011-07-20
2020-05-07T00:00:00.000,6579,2020-05-07
2010-05-12T00:00:00.000,6579,2010-05-12
2011-06-20T00:00:00.000,6579,2011-06-20
2011-06-06T00:00:00.000,6577,2011-06-06
2011-05-17T00:00:00.000,6576,2011-05-17
2012-10-12T00:00:00.000,6575,2012-10-12
2016-10-06T00:00:00.000,6573,2016-10-06
2014-07-17T00:00:00.000,6573,2014-07-17
2014-06-20T00:00:00.000,6573,2014-06-20
2020-01-22T00:00:00.000,6572,2020-01-22
2016-09-26T00:00:00.000,6572,2016-09-26
2010-10-14T00:00:00.000,6572,2010-10-14
2018-06-02T00:00:00.000,6571,2018-06-02
2015-09-15T00:00:00.000,6570,2015-09-15
2010-05-05T00:00:00.000,6570,2010-05-05
2020-12-05T00:00:00.000,6570,2020-12-05
2019-10-04T00:00:00.000,6569,2019-10-04
2020-06-02T00:00:00.000,6569,2020-06-02
2018-01-14T00:00:00.000,6568,2018-01-14
2015-01-23T00:00:00.000,6568,2015-01-23
2011-04-25T00:00:00.000,6567,2011-04-25
2012-11-29T00:00:00.000,6566,2012-11-29
2011-10-03T00:00:00.000,6566,2011-10-03
2010-04-21T00:00:00.000,6565,2010-04-21
2018-07-28T00:00:00.000,6564,2018-07-28
2021-02-01T00:00:00.000,6563,2021-02-01
2011-02-18T00:00:00.000,6561,2011-02-18
2010-09-01T00:00:00.000,6560,2010-09-01
2016-03-21T00:00:00.000,6559,2016-03-21
2011-07-11T00:00:00.000,6559,2011-07-11
2010-09-07T00:00:00.000,6558,2010-09-07
2015-12-09T00:00:00.000,6558,2015-12-09
2017-07-30T00:00:00.000,6557,2017-07-30
2020-03-04T00:00:00.000,6555,2020-03-04
2010-08-03T00:00:00.000,6555,2010-08-03
2017-12-16T00:00:00.000,6554,2017-12-16
2022-04-16T00:00:00.000,6554,2022-04-16
2014-09-04T00:00:00.000,6553,2014-09-04
2013-12-09T00:00:00.000,6551,2013-12-09
2011-03-16T00:00:00.000,6550,2011-03-16
2019-12-04T00:00:00.000,6549,2019-12-04
2015-04-16T00:00:00.000,6548,2015-04-16
2013-11-04T00:00:00.000,6548,2013-11-04
2014-03-14T00:00:00.000,6547,2014-03-14
2013-07-16T00:00:00.000,6547,2013-07-16
2015-10-06T00:00:00.000,6547,2015-10-06
2020-01-03T00:00:00.000,6546,2020-01-03
2020-01-16T00:00:00.000,6544,2020-01-16
2014-05-30T00:00:00.000,6541,2014-05-30
2014-12-30T00:00:00.000,6540,2014-12-30
2010-03-05T00:00:00.000,6539,2010-03-05
2011-08-22T00:00:00.000,6539,2011-08-22
2010-10-06T00:00:00.000,6538,2010-10-06
2014-03-10T00:00:00.000,6538,2014-03-10
2011-08-02T00:00:00.000,6537,2011-08-02
2017-04-13T00:00:00.000,6536,2017-04-13
2023-03-11T00:00:00.000,6535,2023-03-11
2019-12-03T00:00:00.000,6534,2019-12-03
2010-05-04T00:00:00.000,6534,2010-05-04
2017-01-06T00:00:00.000,6531,2017-01-06
2014-03-31T00:00:00.000,6530,2014-03-31
2016-11-10T00:00:00.000,6530,2016-11-10
2016-04-29T00:00:00.000,6529,2016-04-29
2019-10-09T00:00:00.000,6529,2019-10-09
2010-04-14T00:00:00.000,6529,2010-04-14
2014-08-05T00:00:00.000,6528,2014-08-05
2011-10-04T00:00:00.000,6527,2011-10-04
2018-12-26T00:00:00.000,6527,2018-12-26
2013-02-19T00:00:00.000,6526,2013-02-19
2015-09-18T00:00:00.000,6526,2015-09-18
2014-05-28T00:00:00.000,6526,2014-05-28
2021-12-31T00:00:00.000,6525,2021-12-31
2016-04-01T00:00:00.000,6525,2016-04-01
2021-03-14T00:00:00.000,6524,2021-03-14
2014-06-04T00:00:00.000,6524,2014-06-04
2014-09-08T00:00:00.000,6522,2014-09-08
2013-05-08T00:00:00.000,6522,2013-05-08
2018-07-01T00:00:00.000,6520,2018-07-01
2015-08-13T00:00:00.000,6520,2015-08-13
2013-06-17T00:00:00.000,6519,2013-06-17
2020-01-28T00:00:00.000,6518,2020-01-28
2023-04-01T00:00:00.000,6517,2023-04-01
2020-03-03T00:00:00.000,6513,2020-03-03
2013-03-19T00:00:00.000,6512,2013-03-19
2011-03-29T00:00:00.000,6512,2011-03-29
2018-07-08T00:00:00.000,6509,2018-07-08
2010-06-24T00:00:00.000,6508,2010-06-24
2015-08-07T00:00:00.000,6506,2015-08-07
2013-07-18T00:00:00.000,6505,2013-07-18
2013-06-11T00:00:00.000,6504,2013-06-11
2011-09-16T00:00:00.000,6503,2011-09-16
2015-04-30T00:00:00.000,6503,2015-04-30
2016-09-28T00:00:00.000,6503,2016-09-28
2011-02-01T00:00:00.000,6502,2011-02-01
2019-11-15T00:00:00.000,6500,2019-11-15
2011-05-24T00:00:00.000,6500,2011-05-24
2018-05-20T00:00:00.000,6499,2018-05-20
2011-02-25T00:00:00.000,6499,2011-02-25
2018-12-08T00:00:00.000,6498,2018-12-08
2011-01-06T00:00:00.000,6497,2011-01-06
2014-06-13T00:00:00.000,6497,2014-06-13
2018-05-05T00:00:00.000,6496,2018-05-05
2014-10-24T00:00:00.000,6494,2014-10-24
2011-09-07T00:00:00.000,6494,2011-09-07
2011-09-20T00:00:00.000,6493,2011-09-20
2012-07-05T00:00:00.000,6493,2012-07-05
2022-03-13T00:00:00.000,6492,2022-03-13
2018-01-13T00:00:00.000,6492,2018-01-13
2014-07-03T00:00:00.000,6491,2014-07-03
2014-06-11T00:00:00.000,6491,2014-06-11
2020-02-25T00:00:00.000,6490,2020-02-25
2010-10-05T00:00:00.000,6488,2010-10-05
2020-04-28T00:00:00.000,6488,2020-04-28
2017-09-09T00:00:00.000,6487,2017-09-09
2012-11-09T00:00:00.000,6487,2012-11-09
2014-08-11T00:00:00.000,6486,2014-08-11
2019-08-11T00:00:00.000,6485,2019-08-11
2018-07-14T00:00:00.000,6485,2018-07-14
2017-03-07T00:00:00.000,6485,2017-03-07
2015-02-10T00:00:00.000,6484,2015-02-10
2017-06-25T00:00:00.000,6484,2017-06-25
2010-04-01T00:00:00.000,6482,2010-04-01
2015-12-14T00:00:00.000,6479,2015-12-14
2017-03-24T00:00:00.000,6479,2017-03-24
2015-12-15T00:00:00.000,6478,2015-12-15
2015-05-01T00:00:00.000,6477,2015-05-01
2015-04-17T00:00:00.000,6476,2015-04-17
2010-04-13T00:00:00.000,6476,2010-04-13
2013-07-15T00:00:00.000,6475,2013-07-15
2021-02-21T00:00:00.000,6474,2021-02-21
2016-02-03T00:00:00.000,6472,2016-02-03
2017-01-20T00:00:00.000,6472,2017-01-20
2010-08-09T00:00:00.000,6469,2010-08-09
2014-01-25T00:00:00.000,6468,2014-01-25
2011-06-13T00:00:00.000,6467,2011-06-13
2016-04-28T00:00:00.000,6466,2016-04-28
2010-08-10T00:00:00.000,6466,2010-08-10
2011-06-27T00:00:00.000,6465,2011-06-27
2010-06-23T00:00:00.000,6462,2010-06-23
2014-06-03T00:00:00.000,6462,2014-06-03
2014-05-14T00:00:00.000,6462,2014-05-14
2015-11-05T00:00:00.000,6461,2015-11-05
2010-07-27T00:00:00.000,6460,2010-07-27
2015-03-05T00:00:00.000,6460,2015-03-05
2015-02-11T00:00:00.000,6458,2015-02-11
2015-10-30T00:00:00.000,6458,2015-10-30
2015-05-13T00:00:00.000,6457,2015-05-13
2017-08-25T00:00:00.000,6456,2017-08-25
2019-01-26T00:00:00.000,6454,2019-01-26
2014-03-17T00:00:00.000,6454,2014-03-17
2020-01-29T00:00:00.000,6453,2020-01-29
2011-12-28T00:00:00.000,6452,2011-12-28
2015-11-06T00:00:00.000,6452,2015-11-06
2014-12-22T00:00:00.000,6450,2014-12-22
2018-08-26T00:00:00.000,6449,2018-08-26
2023-01-22T00:00:00.000,6449,2023-01-22
2015-11-04T00:00:00.000,6449,2015-11-04
2015-10-23T00:00:00.000,6447,2015-10-23
2020-12-31T00:00:00.000,6447,2020-12-31
2016-10-21T00:00:00.000,6447,2016-10-21
2010-04-27T00:00:00.000,6445,2010-04-27
2013-01-08T00:00:00.000,6445,2013-01-08
2018-09-23T00:00:00.000,6444,2018-09-23
2012-11-15T00:00:00.000,6443,2012-11-15
2014-05-13T00:00:00.000,6443,2014-05-13
2014-12-03T00:00:00.000,6443,2014-12-03
2011-12-09T00:00:00.000,6442,2011-12-09
2016-02-08T00:00:00.000,6442,2016-02-08
2015-08-27T00:00:00.000,6440,2015-08-27
2014-06-27T00:00:00.000,6439,2014-06-27
2020-03-13T00:00:00.000,6438,2020-03-13
2016-10-12T00:00:00.000,6438,2016-10-12
2011-07-14T00:00:00.000,6437,2011-07-14
2014-04-08T00:00:00.000,6437,2014-04-08
2014-03-20T00:00:00.000,6437,2014-03-20
2010-02-11T00:00:00.000,6437,2010-02-11
2014-05-19T00:00:00.000,6434,2014-05-19
2015-01-31T00:00:00.000,6434,2015-01-31
2012-07-09T00:00:00.000,6433,2012-07-09
2015-08-26T00:00:00.000,6429,2015-08-26
2019-04-28T00:00:00.000,6428,2019-04-28
2019-04-27T00:00:00.000,6427,2019-04-27
2016-07-01T00:00:00.000,6426,2016-07-01
2017-09-16T00:00:00.000,6425,2017-09-16
2024-02-17T00:00:00.000,6424,2024-02-17
2014-04-01T00:00:00.000,6424,2014-04-01
2010-09-13T00:00:00.000,6423,2010-09-13
2010-08-04T00:00:00.000,6423,2010-08-04
2010-12-22T00:00:00.000,6422,2010-12-22
2023-12-24T00:00:00.000,6422,2023-12-24
2020-12-27T00:00:00.000,6421,2020-12-27
2012-11-14T00:00:00.000,6419,2012-11-14
2016-01-29T00:00:00.000,6419,2016-01-29
2015-12-30T00:00:00.000,6418,2015-12-30
2015-11-19T00:00:00.000,6416,2015-11-19
2011-03-30T00:00:00.000,6416,2011-03-30
2017-06-24T00:00:00.000,6416,2017-06-24
2014-10-06T00:00:00.000,6415,2014-10-06
2014-11-07T00:00:00.000,6414,2014-11-07
2013-07-22T00:00:00.000,6412,2013-07-22
2017-06-11T00:00:00.000,6412,2017-06-11
2015-10-14T00:00:00.000,6411,2015-10-14
2016-12-10T00:00:00.000,6411,2016-12-10
2020-01-15T00:00:00.000,6410,2020-01-15
2014-08-19T00:00:00.000,6408,2014-08-19
2020-06-05T00:00:00.000,6407,2020-06-05
2014-01-17T00:00:00.000,6407,2014-01-17
2011-07-07T00:00:00.000,6407,2011-07-07
2014-11-02T00:00:00.000,6407,2014-11-02
2016-09-01T00:00:00.000,6406,2016-09-01
2019-10-16T00:00:00.000,6406,2019-10-16
2016-05-13T00:00:00.000,6406,2016-05-13
2013-02-11T00:00:00.000,6403,2013-02-11
2010-10-25T00:00:00.000,6402,2010-10-25
2016-04-07T00:00:00.000,6400,2016-04-07
2014-10-28T00:00:00.000,6399,2014-10-28
2010-11-12T00:00:00.000,6399,2010-11-12
2018-03-30T00:00:00.000,6398,2018-03-30
2019-08-10T00:00:00.000,6398,2019-08-10
2014-02-13T00:00:00.000,6398,2014-02-13
2011-09-01T00:00:00.000,6397,2011-09-01
2016-12-22T00:00:00.000,6397,2016-12-22
2021-05-09T00:00:00.000,6396,2021-05-09
2011-04-19T00:00:00.000,6396,2011-04-19
2016-07-08T00:00:00.000,6396,2016-07-08
2016-12-29T00:00:00.000,6396,2016-12-29
2015-02-12T00:00:00.000,6395,2015-02-12
